PO Number,Order Date,Supplier,Supplier Country,Item No,Item Description,Qty Ordered,Unit Cost,Freight,Duty,Landed Cost,Currency,Ship To,Promised Date,Received Date,Qty Received
PO-202509-0397,2025-09-13,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,6,516.95,12.41,0.00,529.36,USD,100117,2025-10-22,2025-10-28,6
PO-202509-0398,2025-09-14,Larsen Brass & Bronze,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,405,20.26,0.00,0.00,20.26,USD,100047,2025-10-03,2025-10-01,405
PO-202509-0399,2025-09-15,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,16,1480.31,35.53,0.00,1515.84,USD,100649,2025-10-24,2025-10-25,16
PO-202509-0400,2025-09-16,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2046,2.44,0.00,0.00,2.44,USD,100349,2025-10-05,2025-10-04,2046
PO-202509-0401,2025-09-16,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,511,11.11,0.57,0.30,11.98,USD,100117,2025-10-14,2025-10-13,511
PO-202509-0402,2025-09-17,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,8,521.77,12.52,0.00,534.29,USD,100933,2025-10-26,2025-10-25,8
PO-202509-0403,2025-09-17,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,539,11.42,0.58,0.31,12.31,USD,100812,2025-10-15,2025-10-21,539
PO-202509-0404,2025-09-17,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),109,85.40,2.05,0.00,87.45,USD,100959,2025-10-26,2025-10-23,109
PO-202509-0405,2025-09-17,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),100,25.80,2.17,1.50,29.47,USD,100959,2025-11-29,2025-12-05,100
PO-202509-0406,2025-09-18,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,78,67.39,0.00,0.00,67.39,USD,100959,2025-10-31,2025-11-03,78
PO-202509-0407,2025-09-18,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,500,11.46,0.58,0.31,12.35,USD,100959,2025-10-16,2025-10-13,500
PO-202509-0408,2025-09-19,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,10,470.50,39.52,27.29,537.31,USD,100205,2025-12-01,2025-11-28,10
PO-202509-0409,2025-09-19,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,13,1493.95,35.85,0.00,1529.80,USD,100349,2025-10-28,2025-10-26,13
PO-202509-0410,2025-09-20,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,7,1093.79,91.88,63.44,1249.11,USD,100349,2025-12-02,2025-11-30,7
PO-202509-0411,2025-09-21,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,449,7.02,0.55,0.88,8.45,USD,100571,2025-11-13,2025-11-13,449
PO-202509-0412,2025-09-22,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,137,97.22,0.00,0.00,97.22,USD,100349,2025-10-11,2025-10-11,137
PO-202509-0413,2025-09-23,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1560,1.63,0.14,0.09,1.86,USD,100649,2025-12-05,2025-12-03,1560
PO-202509-0414,2025-09-25,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,13,1068.28,89.74,61.96,1219.98,USD,100812,2025-12-07,2025-12-18,13
PO-202510-0415,2025-10-01,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,11,1199.98,28.80,0.00,1228.78,USD,100959,2025-11-09,2025-11-09,11
PO-202510-0416,2025-10-02,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,83,67.63,1.62,0.00,69.25,USD,100349,2025-11-10,2025-11-14,83
PO-202510-0417,2025-10-02,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2393,2.36,0.00,0.00,2.36,USD,100117,2025-10-21,2025-10-28,2393
PO-202510-0418,2025-10-02,Nordflow Valve Works,Germany,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),81,27.15,1.38,0.73,29.26,USD,100349,2025-10-30,2025-10-27,81
PO-202510-0419,2025-10-03,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),14,588.03,29.99,15.88,633.90,USD,100205,2025-10-31,2025-10-28,14
PO-202510-0420,2025-10-05,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),105,77.68,6.29,4.82,88.79,USD,100117,2025-11-12,2025-11-11,105
PO-202510-0421,2025-10-05,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,10,1537.29,36.89,0.00,1574.18,USD,100571,2025-11-13,2025-11-12,10
PO-202510-0422,2025-10-05,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,8,1108.57,93.12,64.30,1265.99,USD,100571,2025-12-17,2025-12-22,8
PO-202510-0423,2025-10-06,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2232,2.38,0.00,0.00,2.38,USD,100933,2025-10-25,2025-11-01,2232
PO-202510-0424,2025-10-07,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,82,64.35,1.54,0.00,65.89,USD,100117,2025-11-15,2025-11-14,82
PO-202510-0425,2025-10-07,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,12,1064.27,89.40,61.73,1215.40,USD,100649,2025-12-19,2025-12-19,12
PO-202510-0426,2025-10-08,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,608,20.05,0.00,0.00,20.05,USD,100933,2025-10-25,2025-10-23,608
PO-202510-0427,2025-10-08,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,474,19.54,0.00,0.00,19.54,USD,100812,2025-10-25,2025-11-02,474
PO-202510-0428,2025-10-08,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),13,594.40,30.31,16.05,640.76,USD,100117,2025-11-05,2025-11-03,13
PO-202510-0429,2025-10-09,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,144,97.63,0.00,0.00,97.63,USD,100349,2025-10-28,2025-10-26,144
PO-202510-0430,2025-10-11,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,542,7.69,0.65,0.45,8.79,USD,100205,2025-12-23,2025-12-21,542
PO-202510-0431,2025-10-11,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),104,25.55,2.15,1.48,29.18,USD,100959,2025-12-23,2025-12-23,104
PO-202510-0432,2025-10-11,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,82,151.34,0.00,0.00,151.34,USD,100649,2025-10-30,2025-10-28,82
PO-202510-0433,2025-10-14,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2792,4.94,0.00,0.00,4.94,USD,100649,2025-11-26,2025-11-25,2792
PO-202510-0434,2025-10-15,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2080,4.96,0.00,0.00,4.96,USD,100933,2025-11-27,2025-11-24,2080
PO-202510-0435,2025-10-16,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,434,11.16,0.57,0.30,12.03,USD,100117,2025-11-13,2025-11-16,434
PO-202510-0436,2025-10-18,Anhui Precision Fittings,China,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2283,2.03,0.16,0.25,2.44,USD,100047,2025-12-10,2025-12-07,2283
PO-202510-0437,2025-10-19,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,14,1535.79,36.86,0.00,1572.65,USD,100812,2025-11-27,2025-11-25,14
PO-202510-0438,2025-10-20,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1970,1.66,0.14,0.10,1.90,USD,100812,2026-01-01,2026-01-11,1970
PO-202510-0439,2025-10-20,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1977,7.52,0.00,0.00,7.52,USD,100649,2025-12-02,2025-11-30,1977
PO-202510-0440,2025-10-20,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),106,87.81,2.11,0.00,89.92,USD,100349,2025-11-28,2025-11-26,106
PO-202510-0441,2025-10-21,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),131,84.80,2.04,0.00,86.84,USD,100933,2025-11-29,2025-11-29,131
PO-202510-0442,2025-10-23,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),80,25.39,2.13,1.47,28.99,USD,100117,2026-01-04,2026-01-04,80
PO-202510-0443,2025-10-24,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,16,533.77,12.81,0.00,546.58,USD,100047,2025-12-02,2025-12-02,16
PO-202510-0444,2025-10-24,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),7,568.20,47.73,32.96,648.89,USD,100571,2026-01-05,2026-01-11,7
PO-202510-0445,2025-10-25,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,14,298.07,0.00,0.00,298.07,USD,100047,2025-11-11,2025-11-11,14
PO-202510-0446,2025-10-25,Larsen Brass & Bronze,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,381,19.68,0.00,0.00,19.68,USD,100117,2025-11-13,2025-11-13,381
PO-202510-0447,2025-10-25,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2167,1.50,0.12,0.19,1.81,USD,100349,2025-12-17,2025-12-17,2167
PO-202511-0448,2025-11-02,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,543,11.50,0.59,0.31,12.40,USD,100047,2025-11-30,2025-12-04,543
PO-202511-0449,2025-11-03,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,344,7.19,0.56,0.90,8.65,USD,100571,2025-12-26,2025-12-23,344
PO-202511-0450,2025-11-05,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1730,7.55,0.00,0.00,7.55,USD,100117,2025-12-18,2025-12-25,1730
PO-202511-0451,2025-11-06,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,470,20.01,0.00,0.00,20.01,USD,100571,2025-11-23,2025-11-20,470
PO-202511-0452,2025-11-06,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,1713,4.75,0.00,0.00,4.75,USD,100959,2025-12-19,2025-12-18,1713
PO-202511-0453,2025-11-06,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,88,145.55,7.42,3.93,156.90,USD,100933,2025-12-04,2025-12-07,88
PO-202511-0454,2025-11-09,Larsen Brass & Bronze,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,320,20.18,0.00,0.00,20.18,USD,100959,2025-11-28,2025-11-26,320
PO-202511-0455,2025-11-09,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2427,2.35,0.00,0.00,2.35,USD,100959,2025-11-28,2025-12-04,2427
PO-202511-0456,2025-11-09,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,5,1467.23,35.21,0.00,1502.44,USD,100959,2025-12-18,2025-12-16,5
PO-202511-0457,2025-11-10,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,520,11.32,0.58,0.31,12.21,USD,100812,2025-12-08,2025-12-08,520
PO-202511-0458,2025-11-10,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,169,140.54,7.17,3.79,151.50,USD,100959,2025-12-08,2025-12-08,169
PO-202511-0459,2025-11-11,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,15,1202.37,28.86,0.00,1231.23,USD,100959,2025-12-20,2025-12-18,15
PO-202511-0460,2025-11-13,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,12,522.65,12.54,0.00,535.19,USD,100117,2025-12-22,2025-12-27,12
PO-202511-0461,2025-11-13,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2158,2.37,0.00,0.00,2.37,USD,100047,2025-12-02,2025-12-01,2158
PO-202511-0462,2025-11-13,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),10,569.30,47.82,33.02,650.14,USD,100571,2026-01-25,2026-01-30,10
PO-202511-0463,2025-11-13,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),128,79.49,6.44,4.93,90.86,USD,100205,2025-12-21,2025-12-27,128
PO-202511-0464,2025-11-14,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,65,65.83,1.58,0.00,67.41,USD,100571,2025-12-23,2025-12-26,65
PO-202511-0465,2025-11-14,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),116,79.76,6.46,4.95,91.17,USD,100047,2025-12-22,2025-12-19,116
PO-202511-0466,2025-11-15,Thermaline Systems,Mexico,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1755,1.84,0.04,0.00,1.88,USD,100933,2025-12-24,2025-12-21,1755
PO-202511-0467,2025-11-15,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,8,470.21,39.50,27.27,536.98,USD,100571,2026-01-27,2026-02-06,8
PO-202511-0468,2025-11-16,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2854,2.45,0.00,0.00,2.45,USD,100349,2025-12-05,2025-12-08,2854
PO-202511-0469,2025-11-16,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,75,153.45,0.00,0.00,153.45,USD,100349,2025-12-05,2025-12-02,75
PO-202511-0470,2025-11-18,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,112,99.91,0.00,0.00,99.91,USD,100933,2025-12-07,2025-12-06,112
PO-202511-0471,2025-11-18,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),13,595.58,30.37,16.08,642.03,USD,100649,2025-12-16,2025-12-15,13
PO-202511-0472,2025-11-19,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,9,294.62,0.00,0.00,294.62,USD,100205,2025-12-06,2025-12-03,9
PO-202511-0473,2025-11-19,Anhui Precision Fittings,China,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,457,10.11,0.79,1.26,12.16,USD,100205,2026-01-11,2026-01-15,457
PO-202511-0474,2025-11-20,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,101,84.98,6.88,5.27,97.13,USD,100349,2025-12-28,2025-12-28,101
PO-202511-0475,2025-11-21,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2877,4.75,0.00,0.00,4.75,USD,100812,2026-01-03,2026-01-01,2877
PO-202511-0476,2025-11-22,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1865,7.15,0.00,0.00,7.15,USD,100205,2026-01-04,2026-01-04,1865
PO-202511-0477,2025-11-22,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),128,24.51,1.91,3.06,29.48,USD,100933,2026-01-14,2026-01-25,128
PO-202511-0478,2025-11-23,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,13,297.31,0.00,0.00,297.31,USD,100649,2025-12-10,2025-12-08,13
PO-202511-0479,2025-11-23,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,7,1361.23,110.26,84.40,1555.89,USD,100205,2025-12-31,2025-12-29,7
PO-202511-0480,2025-11-24,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1333,1.64,0.14,0.10,1.88,USD,100649,2026-02-05,2026-02-09,1333
PO-202511-0481,2025-11-24,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,5,1318.22,106.78,81.73,1506.73,USD,100933,2026-01-01,2025-12-30,5
PO-202511-0482,2025-11-25,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2022,1.59,0.13,0.09,1.81,USD,100349,2026-02-06,2026-02-18,2022
PO-202512-0483,2025-12-01,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,692,19.84,0.00,0.00,19.84,USD,100349,2025-12-18,2025-12-18,692
PO-202512-0484,2025-12-02,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,10,295.12,0.00,0.00,295.12,USD,100349,2025-12-21,2025-12-20,10
PO-202512-0485,2025-12-02,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),9,610.31,31.13,16.48,657.92,USD,100117,2025-12-30,2025-12-29,9
PO-202512-0486,2025-12-02,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,239,146.47,7.47,3.95,157.89,USD,100959,2025-12-30,2025-12-29,239
PO-202512-0487,2025-12-03,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1433,7.54,0.00,0.00,7.54,USD,100047,2026-01-15,2026-01-20,1433
PO-202512-0488,2025-12-03,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2234,2.37,0.00,0.00,2.37,USD,100959,2025-12-22,2026-01-03,2234
PO-202512-0489,2025-12-05,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),145,78.38,6.35,4.86,89.59,USD,100205,2026-01-12,2026-01-11,145
PO-202512-0490,2025-12-06,Anhui Precision Fittings,China,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,12,252.33,19.68,31.54,303.55,USD,100571,2026-01-28,2026-01-25,12
PO-202512-0491,2025-12-06,Thermaline Systems,Mexico,HRD290145,2 IN PVC DWV SANITARY TEE HUB,1432,4.77,0.11,0.00,4.88,USD,100117,2026-01-14,2026-01-13,1432
PO-202512-0492,2025-12-06,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,1629,5.06,0.00,0.00,5.06,USD,100047,2026-01-18,2026-01-15,1629
PO-202512-0493,2025-12-06,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),8,547.35,45.98,31.75,625.08,USD,100959,2026-02-17,2026-02-14,8
PO-202512-0494,2025-12-06,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,126,150.32,0.00,0.00,150.32,USD,100349,2025-12-25,2025-12-25,126
PO-202512-0495,2025-12-08,Larsen Brass & Bronze,USA,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,566,11.87,0.00,0.00,11.87,USD,100812,2025-12-27,2025-12-27,566
PO-202512-0496,2025-12-08,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,8,1317.71,106.73,81.70,1506.14,USD,100649,2026-01-15,2026-01-13,8
PO-202512-0497,2025-12-09,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,453,20.22,0.00,0.00,20.22,USD,100571,2025-12-26,2025-12-24,453
PO-202512-0498,2025-12-09,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1658,7.39,0.00,0.00,7.39,USD,100571,2026-01-21,2026-01-25,1658
PO-202512-0499,2025-12-09,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,373,7.74,0.65,0.45,8.84,USD,100959,2026-02-20,2026-03-02,373
PO-202512-0500,2025-12-12,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,467,7.78,0.65,0.45,8.88,USD,100812,2026-02-23,2026-02-21,467
PO-202512-0501,2025-12-12,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),90,26.88,2.26,1.56,30.70,USD,100205,2026-02-23,2026-03-06,90
PO-202512-0502,2025-12-13,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,493,20.40,0.00,0.00,20.40,USD,100649,2025-12-30,2026-01-09,493
PO-202512-0503,2025-12-14,Nordflow Valve Works,Germany,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),54,27.51,1.40,0.74,29.65,USD,100933,2026-01-11,2026-01-13,54
PO-202512-0504,2025-12-15,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2550,1.66,0.14,0.10,1.90,USD,100933,2026-02-26,2026-02-25,2550
PO-202512-0505,2025-12-16,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,76,87.13,7.06,5.40,99.59,USD,100959,2026-01-23,2026-01-28,76
PO-202512-0506,2025-12-16,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,126,153.91,0.00,0.00,153.91,USD,100571,2026-01-04,2026-01-08,126
PO-202512-0507,2025-12-18,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,11,294.81,0.00,0.00,294.81,USD,100205,2026-01-06,2026-01-11,11
PO-202512-0508,2025-12-18,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,21,1229.08,29.50,0.00,1258.58,USD,100349,2026-01-26,2026-01-29,21
PO-202512-0509,2025-12-19,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,113,68.54,0.00,0.00,68.54,USD,100812,2026-01-31,2026-02-04,113
PO-202512-0510,2025-12-19,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2769,2.47,0.00,0.00,2.47,USD,100117,2026-01-07,2026-01-12,2769
PO-202512-0511,2025-12-20,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,17,1233.13,29.60,0.00,1262.73,USD,100205,2026-01-28,2026-01-25,17
PO-202512-0512,2025-12-22,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,22,537.09,12.89,0.00,549.98,USD,100117,2026-01-30,2026-01-30,22
PO-202512-0513,2025-12-23,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,353,7.52,0.63,0.44,8.59,USD,100117,2026-03-06,2026-03-12,353
PO-202512-0514,2025-12-24,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),8,552.20,46.38,32.03,630.61,USD,100933,2026-03-07,2026-03-05,8
PO-202512-0515,2025-12-25,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1619,2.44,0.00,0.00,2.44,USD,100349,2026-01-13,2026-01-19,1619
PO-202601-0516,2026-01-01,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,349,18.03,1.46,1.12,20.61,USD,100205,2026-02-08,2026-02-05,349
PO-202601-0517,2026-01-01,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2860,2.44,0.00,0.00,2.44,USD,100349,2026-01-20,2026-01-17,2860
PO-202601-0518,2026-01-01,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2524,2.36,0.00,0.00,2.36,USD,100047,2026-01-20,2026-01-20,2524
PO-202601-0519,2026-01-01,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),9,610.08,31.11,16.47,657.66,USD,100047,2026-01-29,2026-01-29,9
PO-202601-0520,2026-01-02,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,12,301.42,0.00,0.00,301.42,USD,100959,2026-01-21,2026-01-18,12
PO-202601-0521,2026-01-02,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1366,7.37,0.18,0.00,7.55,USD,100349,2026-02-10,2026-02-19,1366
PO-202601-0522,2026-01-02,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),83,24.67,1.92,3.08,29.67,USD,100349,2026-02-24,2026-02-21,83
PO-202601-0523,2026-01-03,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,5,292.32,0.00,0.00,292.32,USD,100047,2026-01-22,2026-01-24,5
PO-202601-0524,2026-01-03,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,89,66.37,1.59,0.00,67.96,USD,100933,2026-02-11,2026-02-08,89
PO-202601-0525,2026-01-05,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,624,11.27,0.57,0.30,12.14,USD,100571,2026-02-02,2026-02-04,624
PO-202601-0526,2026-01-06,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,6,286.73,0.00,0.00,286.73,USD,100205,2026-01-25,2026-01-24,6
PO-202601-0527,2026-01-06,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2514,1.69,0.14,0.10,1.93,USD,100205,2026-03-20,2026-03-26,2514
PO-202601-0528,2026-01-07,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,168,68.70,0.00,0.00,68.70,USD,100571,2026-02-19,2026-02-18,168
